NF;Status;Cliente;CNPJ;Cidade;UF;RC;Coordenador;Transportadora;Analista;Data_Faturamento;Data_Agendada;SLA_Dias;Tempo_Parado_Dias;Observacoes
845305;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0002;Ana;JSL;Fernanda;17/05/2026;31/05/2026;14;3;Registro fictício para testes
267914;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0036;Ana;Patrus;Fernanda;30/04/2026;10/05/2026;10;6;Registro fictício para testes
789237;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0026;Marcos;Rodonaves;Fernanda;29/04/2026;11/05/2026;12;7;Registro fictício para testes
104666;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0014;Ana;JSL;Gabriel;29/03/2026;06/04/2026;8;1;Registro fictício para testes
441819;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0030;Marcos;Tegma;Amanda;29/04/2026;06/05/2026;7;8;Registro fictício para testes
741003;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0038;Marcos;Tegma;Bruno;07/03/2026;15/03/2026;8;7;Registro fictício para testes
806309;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0040;Ricardo;JSL;Fernanda;30/04/2026;15/05/2026;15;5;Registro fictício para testes
222629;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0024;Ricardo;Braspress;Gabriel;22/04/2026;28/04/2026;6;6;Registro fictício para testes
702727;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0028;Marcos;Patrus;Gabriel;07/03/2026;11/03/2026;4;10;Registro fictício para testes
613426;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0009;Marcos;Tegma;Amanda;12/03/2026;16/03/2026;4;9;Registro fictício para testes
608149;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0013;Ana;Rodonaves;Gabriel;07/04/2026;09/04/2026;2;10;Registro fictício para testes
615611;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0046;Ana;Patrus;Fernanda;31/03/2026;12/04/2026;12;1;Registro fictício para testes
898025;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0019;Marcos;Tegma;Fernanda;19/05/2026;02/06/2026;14;8;Registro fictício para testes
579536;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0036;Ricardo;JSL;Gabriel;01/05/2026;15/05/2026;14;1;Registro fictício para testes
484682;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0049;Marcos;Patrus;Gabriel;14/03/2026;29/03/2026;15;3;Registro fictício para testes
970392;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0020;Marcos;Patrus;Bruno;09/05/2026;22/05/2026;13;5;Registro fictício para testes
223088;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0014;Ricardo;Rodonaves;Bruno;27/03/2026;11/04/2026;15;9;Registro fictício para testes
245998;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0014;Marcos;Rodonaves;Bruno;01/05/2026;12/05/2026;11;8;Registro fictício para testes
276556;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0046;Ana;Tegma;Gabriel;07/03/2026;17/03/2026;10;4;Registro fictício para testes
199850;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0049;Ana;JSL;Bruno;25/02/2026;12/03/2026;15;10;Registro fictício para testes
239136;Confirmada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0010;Ricardo;Tegma;Fernanda;22/02/2026;09/03/2026;15;10;Registro fictício para testes
705474;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0041;Ana;Patrus;Amanda;21/03/2026;25/03/2026;4;1;Registro fictício para testes
886224;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0045;Ana;Patrus;Amanda;01/04/2026;11/04/2026;10;5;Registro fictício para testes
911739;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0047;Ana;Tegma;Pedro;22/05/2026;06/06/2026;15;8;Registro fictício para testes
964915;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0032;Ana;Tegma;Bruno;25/04/2026;03/05/2026;8;5;Registro fictício para testes
693643;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0022;Ricardo;JSL;Pedro;10/03/2026;14/03/2026;4;1;Registro fictício para testes
999312;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0029;Ana;JSL;Amanda;20/05/2026;23/05/2026;3;3;Registro fictício para testes
266699;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0006;Ricardo;Tegma;Bruno;28/02/2026;06/03/2026;6;1;Registro fictício para testes
273565;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0026;Ricardo;Tegma;Fernanda;26/02/2026;10/03/2026;12;6;Registro fictício para testes
101139;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0031;Marcos;Braspress;Gabriel;21/02/2026;24/02/2026;3;3;Registro fictício para testes
109738;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0045;Ana;JSL;Amanda;24/02/2026;05/03/2026;9;2;Registro fictício para testes
501677;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0047;Marcos;JSL;Bruno;13/05/2026;18/05/2026;5;5;Registro fictício para testes
911032;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0042;Ricardo;Braspress;Pedro;05/05/2026;13/05/2026;8;8;Registro fictício para testes
781595;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0029;Ana;Braspress;Fernanda;21/05/2026;01/06/2026;11;6;Registro fictício para testes
327797;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0007;Marcos;JSL;Gabriel;24/02/2026;05/03/2026;9;6;Registro fictício para testes
929504;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0016;Ana;JSL;Fernanda;29/03/2026;05/04/2026;7;8;Registro fictício para testes
737107;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0050;Ricardo;JSL;Bruno;07/03/2026;20/03/2026;13;3;Registro fictício para testes
297810;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0019;Ricardo;JSL;Fernanda;06/03/2026;16/03/2026;10;7;Registro fictício para testes
623850;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0034;Marcos;Tegma;Bruno;08/05/2026;13/05/2026;5;2;Registro fictício para testes
483162;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0044;Marcos;Patrus;Pedro;11/03/2026;19/03/2026;8;0;Registro fictício para testes
374921;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0003;Marcos;Patrus;Gabriel;14/05/2026;16/05/2026;2;4;Registro fictício para testes
835901;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0006;Ricardo;Rodonaves;Gabriel;30/03/2026;07/04/2026;8;9;Registro fictício para testes
424960;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0033;Marcos;Braspress;Gabriel;17/04/2026;20/04/2026;3;5;Registro fictício para testes
900298;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0020;Ricardo;Patrus;Fernanda;08/03/2026;20/03/2026;12;0;Registro fictício para testes
221620;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0040;Ricardo;JSL;Bruno;11/05/2026;19/05/2026;8;10;Registro fictício para testes
842287;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0045;Marcos;Braspress;Amanda;07/05/2026;09/05/2026;2;5;Registro fictício para testes
962460;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0011;Ana;Braspress;Bruno;17/03/2026;31/03/2026;14;1;Registro fictício para testes
550179;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0034;Marcos;Tegma;Gabriel;10/04/2026;24/04/2026;14;10;Registro fictício para testes
635593;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0004;Ana;Rodonaves;Fernanda;20/03/2026;29/03/2026;9;5;Registro fictício para testes
207903;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0015;Ricardo;Rodonaves;Pedro;20/04/2026;04/05/2026;14;0;Registro fictício para testes
594681;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0025;Marcos;Braspress;Pedro;21/04/2026;23/04/2026;2;8;Registro fictício para testes
360322;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0047;Ana;Tegma;Pedro;24/04/2026;01/05/2026;7;9;Registro fictício para testes
806033;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0012;Marcos;Rodonaves;Pedro;07/05/2026;17/05/2026;10;6;Registro fictício para testes
396020;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0021;Marcos;Rodonaves;Amanda;24/03/2026;08/04/2026;15;0;Registro fictício para testes
691194;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0048;Ricardo;Braspress;Amanda;27/04/2026;03/05/2026;6;5;Registro fictício para testes
913575;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0047;Ricardo;Braspress;Fernanda;20/03/2026;03/04/2026;14;0;Registro fictício para testes
667851;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0041;Ricardo;JSL;Bruno;19/05/2026;24/05/2026;5;0;Registro fictício para testes
315161;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0016;Ana;Patrus;Pedro;13/04/2026;16/04/2026;3;2;Registro fictício para testes
342716;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0027;Ricardo;Tegma;Amanda;11/05/2026;13/05/2026;2;1;Registro fictício para testes
239999;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0005;Ricardo;Rodonaves;Pedro;10/05/2026;20/05/2026;10;6;Registro fictício para testes
373668;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0026;Ricardo;Tegma;Bruno;22/04/2026;28/04/2026;6;7;Registro fictício para testes
312559;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0050;Ricardo;JSL;Fernanda;23/04/2026;26/04/2026;3;1;Registro fictício para testes
429287;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0008;Ricardo;Tegma;Fernanda;26/03/2026;04/04/2026;9;7;Registro fictício para testes
993892;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0006;Marcos;Tegma;Gabriel;24/03/2026;30/03/2026;6;0;Registro fictício para testes
195643;Confirmada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0023;Ana;Rodonaves;Pedro;11/04/2026;15/04/2026;4;10;Registro fictício para testes
282313;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0026;Ana;Rodonaves;Gabriel;19/04/2026;04/05/2026;15;3;Registro fictício para testes
942946;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0008;Marcos;JSL;Fernanda;24/03/2026;27/03/2026;3;2;Registro fictício para testes
819622;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0038;Ricardo;Tegma;Pedro;01/04/2026;08/04/2026;7;0;Registro fictício para testes
564971;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0006;Ana;JSL;Pedro;27/04/2026;09/05/2026;12;7;Registro fictício para testes
554197;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0032;Marcos;Patrus;Amanda;01/05/2026;12/05/2026;11;2;Registro fictício para testes
388339;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0029;Marcos;JSL;Gabriel;25/04/2026;29/04/2026;4;9;Registro fictício para testes
409440;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0027;Ricardo;Patrus;Pedro;21/04/2026;03/05/2026;12;1;Registro fictício para testes
539599;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0042;Ricardo;Braspress;Gabriel;03/04/2026;07/04/2026;4;0;Registro fictício para testes
670968;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0023;Ricardo;Rodonaves;Bruno;07/04/2026;16/04/2026;9;6;Registro fictício para testes
434367;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0002;Ana;JSL;Amanda;29/04/2026;01/05/2026;2;8;Registro fictício para testes
267378;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0016;Ricardo;Braspress;Bruno;09/03/2026;14/03/2026;5;8;Registro fictício para testes
987624;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0023;Marcos;Braspress;Fernanda;24/04/2026;05/05/2026;11;9;Registro fictício para testes
720298;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0046;Ricardo;Tegma;Gabriel;22/02/2026;01/03/2026;7;9;Registro fictício para testes
977340;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0035;Ana;Braspress;Amanda;11/03/2026;16/03/2026;5;0;Registro fictício para testes
730889;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0002;Ricardo;Patrus;Pedro;15/05/2026;20/05/2026;5;5;Registro fictício para testes
236828;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0046;Marcos;Tegma;Pedro;27/04/2026;11/05/2026;14;0;Registro fictício para testes
248533;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0034;Ana;JSL;Bruno;08/03/2026;21/03/2026;13;10;Registro fictício para testes
452909;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0021;Marcos;Braspress;Amanda;08/03/2026;11/03/2026;3;10;Registro fictício para testes
282664;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0045;Ricardo;Tegma;Fernanda;28/02/2026;07/03/2026;7;10;Registro fictício para testes
421727;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0009;Marcos;JSL;Gabriel;30/04/2026;08/05/2026;8;6;Registro fictício para testes
731650;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0040;Marcos;Rodonaves;Pedro;18/05/2026;22/05/2026;4;7;Registro fictício para testes
181586;Confirmada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0023;Ana;Braspress;Pedro;10/04/2026;23/04/2026;13;10;Registro fictício para testes
378095;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0016;Ricardo;JSL;Bruno;26/03/2026;28/03/2026;2;4;Registro fictício para testes
504684;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0047;Ana;Braspress;Amanda;22/05/2026;24/05/2026;2;7;Registro fictício para testes
493580;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0031;Ricardo;Braspress;Fernanda;08/04/2026;18/04/2026;10;7;Registro fictício para testes
121053;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0017;Marcos;JSL;Bruno;18/05/2026;24/05/2026;6;2;Registro fictício para testes
178645;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0006;Ana;Rodonaves;Gabriel;02/05/2026;15/05/2026;13;7;Registro fictício para testes
273012;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0011;Marcos;JSL;Bruno;28/03/2026;09/04/2026;12;3;Registro fictício para testes
681028;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0017;Ricardo;Tegma;Bruno;31/03/2026;13/04/2026;13;3;Registro fictício para testes
699544;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0032;Marcos;JSL;Bruno;16/05/2026;24/05/2026;8;0;Registro fictício para testes
963918;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Marcos;JSL;Fernanda;11/05/2026;17/05/2026;6;2;Registro fictício para testes
984756;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0020;Ana;Patrus;Amanda;12/05/2026;21/05/2026;9;10;Registro fictício para testes
670557;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0012;Ana;Patrus;Bruno;11/05/2026;23/05/2026;12;2;Registro fictício para testes
561101;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0017;Marcos;Tegma;Gabriel;17/05/2026;23/05/2026;6;0;Registro fictício para testes
201400;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0043;Ana;Rodonaves;Amanda;22/02/2026;06/03/2026;12;9;Registro fictício para testes
981639;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0034;Ana;Rodonaves;Amanda;13/03/2026;15/03/2026;2;9;Registro fictício para testes
182790;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0046;Marcos;Rodonaves;Gabriel;23/03/2026;29/03/2026;6;8;Registro fictício para testes
254610;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0049;Ana;Braspress;Fernanda;25/02/2026;08/03/2026;11;3;Registro fictício para testes
543940;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0044;Ana;Braspress;Fernanda;06/05/2026;08/05/2026;2;9;Registro fictício para testes
946561;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0006;Ana;Rodonaves;Amanda;12/04/2026;25/04/2026;13;8;Registro fictício para testes
580412;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0045;Ricardo;Rodonaves;Gabriel;17/04/2026;27/04/2026;10;6;Registro fictício para testes
255398;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0007;Ricardo;JSL;Bruno;30/03/2026;03/04/2026;4;8;Registro fictício para testes
501650;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0037;Ricardo;Patrus;Pedro;31/03/2026;06/04/2026;6;2;Registro fictício para testes
748276;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0003;Ana;Tegma;Fernanda;01/04/2026;05/04/2026;4;0;Registro fictício para testes
121215;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0020;Ana;Tegma;Amanda;18/04/2026;25/04/2026;7;10;Registro fictício para testes
415076;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0050;Ana;Tegma;Amanda;23/04/2026;27/04/2026;4;9;Registro fictício para testes
321659;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0048;Ana;Rodonaves;Bruno;28/04/2026;07/05/2026;9;0;Registro fictício para testes
426236;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0026;Marcos;Rodonaves;Gabriel;02/05/2026;05/05/2026;3;0;Registro fictício para testes
310477;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0016;Marcos;Patrus;Pedro;28/04/2026;13/05/2026;15;5;Registro fictício para testes
963508;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0033;Ana;JSL;Pedro;17/04/2026;24/04/2026;7;3;Registro fictício para testes
567773;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0031;Ricardo;Rodonaves;Bruno;21/03/2026;01/04/2026;11;5;Registro fictício para testes
971230;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0019;Marcos;Patrus;Pedro;19/04/2026;02/05/2026;13;2;Registro fictício para testes
332103;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0044;Marcos;Tegma;Amanda;25/04/2026;10/05/2026;15;8;Registro fictício para testes
597126;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0042;Marcos;Rodonaves;Pedro;24/02/2026;26/02/2026;2;3;Registro fictício para testes
420297;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0028;Ana;Tegma;Amanda;06/03/2026;20/03/2026;14;4;Registro fictício para testes
810091;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0040;Ana;Rodonaves;Pedro;24/03/2026;30/03/2026;6;0;Registro fictício para testes
980152;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0036;Ricardo;Rodonaves;Gabriel;27/02/2026;14/03/2026;15;4;Registro fictício para testes
605139;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0022;Ana;Tegma;Bruno;24/02/2026;27/02/2026;3;4;Registro fictício para testes
642421;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0004;Ricardo;Patrus;Bruno;28/04/2026;02/05/2026;4;10;Registro fictício para testes
621533;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0017;Ana;Patrus;Amanda;19/05/2026;31/05/2026;12;0;Registro fictício para testes
955653;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0022;Ricardo;Braspress;Gabriel;21/02/2026;04/03/2026;11;10;Registro fictício para testes
631958;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0011;Ricardo;Rodonaves;Fernanda;26/02/2026;05/03/2026;7;4;Registro fictício para testes
876909;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0047;Ricardo;Braspress;Bruno;23/03/2026;27/03/2026;4;10;Registro fictício para testes
334176;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0027;Ana;Tegma;Bruno;24/04/2026;01/05/2026;7;9;Registro fictício para testes
223502;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0004;Ricardo;Rodonaves;Gabriel;24/03/2026;08/04/2026;15;9;Registro fictício para testes
624788;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0044;Ana;Rodonaves;Bruno;23/03/2026;28/03/2026;5;6;Registro fictício para testes
310026;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0027;Ricardo;Patrus;Fernanda;03/05/2026;07/05/2026;4;5;Registro fictício para testes
448787;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0021;Ricardo;JSL;Pedro;12/05/2026;21/05/2026;9;7;Registro fictício para testes
911117;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0037;Marcos;Patrus;Pedro;26/04/2026;10/05/2026;14;2;Registro fictício para testes
550268;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0028;Ana;Patrus;Pedro;28/03/2026;09/04/2026;12;0;Registro fictício para testes
491225;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0021;Ricardo;Braspress;Pedro;27/04/2026;10/05/2026;13;10;Registro fictício para testes
360909;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0045;Ana;Tegma;Fernanda;03/03/2026;16/03/2026;13;1;Registro fictício para testes
420984;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0005;Marcos;Tegma;Bruno;19/03/2026;30/03/2026;11;7;Registro fictício para testes
454245;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0044;Marcos;Tegma;Amanda;07/03/2026;17/03/2026;10;5;Registro fictício para testes
522986;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0015;Marcos;Braspress;Fernanda;01/05/2026;15/05/2026;14;0;Registro fictício para testes
229144;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0046;Ricardo;JSL;Amanda;19/03/2026;23/03/2026;4;10;Registro fictício para testes
150947;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0043;Marcos;JSL;Pedro;15/03/2026;26/03/2026;11;1;Registro fictício para testes
229598;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0017;Ana;Braspress;Fernanda;27/03/2026;04/04/2026;8;10;Registro fictício para testes
793805;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0043;Ricardo;Tegma;Gabriel;14/04/2026;22/04/2026;8;9;Registro fictício para testes
210010;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0047;Ricardo;JSL;Bruno;30/03/2026;14/04/2026;15;1;Registro fictício para testes
738584;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0050;Ana;Rodonaves;Fernanda;20/03/2026;25/03/2026;5;5;Registro fictício para testes
141319;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0032;Marcos;Patrus;Bruno;15/04/2026;19/04/2026;4;3;Registro fictício para testes
193326;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0037;Ricardo;Patrus;Fernanda;21/05/2026;02/06/2026;12;1;Registro fictício para testes
858724;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0017;Ricardo;Braspress;Amanda;13/05/2026;26/05/2026;13;4;Registro fictício para testes
204657;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0003;Ana;Tegma;Bruno;24/03/2026;26/03/2026;2;6;Registro fictício para testes
895034;Faturada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0001;Marcos;Braspress;Bruno;10/05/2026;25/05/2026;15;5;Registro fictício para testes
868677;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0024;Ana;Braspress;Pedro;04/03/2026;10/03/2026;6;6;Registro fictício para testes
976303;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0045;Ana;Patrus;Fernanda;25/03/2026;31/03/2026;6;1;Registro fictício para testes
161495;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0007;Ana;Rodonaves;Amanda;22/02/2026;07/03/2026;13;9;Registro fictício para testes
498197;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0040;Marcos;Braspress;Amanda;29/04/2026;10/05/2026;11;7;Registro fictício para testes
148205;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0017;Ricardo;Tegma;Pedro;31/03/2026;09/04/2026;9;10;Registro fictício para testes
692458;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0043;Ana;Rodonaves;Gabriel;10/03/2026;23/03/2026;13;9;Registro fictício para testes
861949;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0031;Ana;Patrus;Fernanda;28/03/2026;09/04/2026;12;8;Registro fictício para testes
774652;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0033;Ana;Patrus;Fernanda;16/05/2026;18/05/2026;2;1;Registro fictício para testes
446968;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0004;Ricardo;Braspress;Gabriel;11/04/2026;16/04/2026;5;10;Registro fictício para testes
346415;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0030;Ana;Rodonaves;Amanda;01/04/2026;16/04/2026;15;1;Registro fictício para testes
224473;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0048;Ricardo;JSL;Pedro;26/03/2026;02/04/2026;7;6;Registro fictício para testes
675771;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0006;Ricardo;Rodonaves;Bruno;18/05/2026;28/05/2026;10;8;Registro fictício para testes
804091;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0022;Ana;JSL;Fernanda;26/04/2026;08/05/2026;12;7;Registro fictício para testes
